NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
159.9 237.3 157.1 98.8 25.2
86.3 87 109.5 119.1 157.9
189.5 107.3 41.8 73 101.5
53.4 59 111.5 100.9 178.2
266.6 169 261.6 192.5 134.5
125.5 90.5 90 199.7 116.7
159 155 390.8 240 109.1
184.5 180.8 153.5 136.9 222.1
33.7 96.2 111.7 357.3 258.9
305.7 136.6 65.8 55.7 121.3
14.5 70.4 51 205.8 175
266.8 288.4 204.4 274.7 220.3
264.3 233 156 125 93.6
91.8 61.5 138.9 256.8 179.6
126.2 282.6 192.1 179.2 196.7
22 53.8 96.2 251.7 26.5
454.9 182.3 173.9 223 261.5
151.2 NA 80.6 0.5 201.9
155.9 565.2 NA 175.1 NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA 421.8 77.5 121.1
106.1 193.7 405.7 370.6 261.7
436.2 267.6 142 155.3 7.5
162.8 92.6 185.8 225.8 215.4
232 460.3 92.5 287.5 160.4
128.7 53.6 1.1 21.5 52.6
161.3 356.7 270.8 423.2 369.4
NA NA NA NA 36.4
91.8 73.4 114.7 48.3 92.1
195.3 282.1 221.3 156.9 198.6
301.7 172.4 85 140.8 328.1
223.8 452.5 214.1 486.5 178.7
304.1 134.9 173.9 138.4 73
296.9 266.5 350.9 407.7 190.9
219 215.1 NA 160.4 91.6
55.8 59.4 114.8 140.8 251.8
438 467.6 285.6 164.1 152.8
116.3 115.9 122.4 66.9 74.9
146 417.9 362.8 399.1 276.5
159.9 136.4 NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
45.7 139.7 231.3 273.5 105.7
124.5 158.5 189 56.5 133
29.5 16.1 153 228.5 282
309 193 147 65.5 74
95 57.5 34 32 42
195 351 369.5 313 334
227 78.5 146 81 76.5
26.5 53 180 210 326
275.5 264 78 132.8 16.5
2.5 43.3 67.4 156.1 182.7
218.1 248 111.8 278.8 87.1
111.2 99.9 35 157.7 51
42.5 226.1 139.4 308.5 310.7
111.8 170.2 168.5 98.4 37.5
59.3 1.6 107.2 104.7 248.5
222.5 170.5 151.1 108.1 54.5
48.8 41.4 38 135 99.1
49.5 182.3 259.1 212 325.8
279.2 54.4 45 103 92.2
119.6 90.5 136.5 138 404.2
147.8 175.6 118.1 94.5 91.1
NA 173.6 65.2 290.3 64.3
225.3 286.7 365.7 281.5 91.2
58.6 92.1 19.1 30.5 120.3
193.5 227.8 321.2 162.3 197.7
384.5 258.5 353.4 166 82.5
157.7 30.9 53.5 72.6 115.2
450.5 156.9 282.5 261.9 153.1
134.8 NA NA NA NA
NA 63 NA NA 81.9
113.3 117.4 121.9 NA NA
NA 0 99 528.1 252.6
NA NA 46 NA NA
NA NA NA NA 173.1
NA 192 NA NA NA
NA 104.6 NA NA NA
NA 181 NA 197.5 NA
NA NA 113.5 NA NA
NA NA NA 94.7 298.1
260.1 362.5 225.8 NA 78.5
NA NA NA NA NA
150.8 NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
NA NA NA NA NA
