Code,Date,Observed,Suggested,Anomaly (std.devs.),Deleted
*ERA5_EXT_962,2008-06-01,-2.061914,NA,NA,1
*ERA5_EXT_962,2008-07-01,-0.7830566,NA,NA,1
*ERA5_EXT_962,2008-08-01,-2.080783,NA,NA,1
*ERA5_EXT_962,2008-09-01,-9.14926e-05,NA,NA,1
*ERA5_EXT_962,2009-05-01,-0.7651883,NA,NA,1
*ERA5_EXT_962,2009-06-01,-2.388841,NA,NA,1
*ERA5_EXT_962,2009-07-01,-3.951701,NA,NA,1
*ERA5_EXT_962,2009-08-01,-0.8396897,NA,NA,1
*ERA5_EXT_962,2009-09-01,-2.370041,NA,NA,1
*ERA5_EXT_962,2009-10-01,-1.451225,NA,NA,1
*ERA5_EXT_962,2009-11-01,-1.652246,NA,NA,1
*ERA5_EXT_962,2010-04-01,-0.3994471,NA,NA,1
*ERA5_EXT_962,2010-05-01,-3.785497,NA,NA,1
*ERA5_EXT_962,2010-06-01,-1.26739,NA,NA,1
*ERA5_EXT_962,2010-07-01,-3.602694,NA,NA,1
*ERA5_EXT_962,2010-08-01,-2.332593,NA,NA,1
*ERA5_EXT_962,2010-09-01,-1.186419,NA,NA,1
*ERA5_EXT_962,2011-04-01,-0.3454842,NA,NA,1
*ERA5_EXT_962,2011-05-01,-3.513495,NA,NA,1
*ERA5_EXT_962,2011-06-01,-2.588478,NA,NA,1
*ERA5_EXT_962,2011-07-01,-3.990703,NA,NA,1
*ERA5_EXT_962,2011-08-01,-2.209149,NA,NA,1
*ERA5_EXT_962,2011-09-01,-0.106367,NA,NA,1
*ERA5_EXT_962,2012-05-01,-1.498309,NA,NA,1
*ERA5_EXT_962,2012-06-01,-2.239175,NA,NA,1
*ERA5_EXT_962,2012-07-01,-4.560519,NA,NA,1
*ERA5_EXT_962,2012-08-01,-1.543679,NA,NA,1
*ERA5_EXT_962,2012-09-01,-0.1819236,NA,NA,1
*ERA5_EXT_962,2013-05-01,-0.7136711,NA,NA,1
*ERA5_EXT_962,2013-06-01,-2.45432,NA,NA,1
*ERA5_EXT_962,2013-07-01,-2.123269,NA,NA,1
*ERA5_EXT_962,2013-08-01,-2.578423,NA,NA,1
*ERA5_EXT_962,2013-09-01,-0.7215085,NA,NA,1
*ERA5_EXT_962,2014-04-01,-0.7966145,NA,NA,1
*ERA5_EXT_962,2014-06-01,-2.784512,NA,NA,1
*ERA5_EXT_962,2014-07-01,-1.705826,NA,NA,1
*ERA5_EXT_962,2014-08-01,-0.7966815,NA,NA,1
*ERA5_EXT_962,2014-09-01,-0.07600228,NA,NA,1
*ERA5_EXT_962,2015-05-01,-0.1572214,NA,NA,1
*ERA5_EXT_962,2015-06-01,-1.515656,NA,NA,1
*ERA5_EXT_962,2015-07-01,-1.886316,NA,NA,1
*ERA5_EXT_962,2015-08-01,-0.7867676,NA,NA,1
*ERA5_EXT_962,2015-09-01,-1.780492,NA,NA,1
*ERA5_EXT_962,2016-04-01,-0.004909954,NA,NA,1
*ERA5_EXT_962,2016-06-01,-2.780611,NA,NA,1
*ERA5_EXT_962,2016-07-01,-1.450975,NA,NA,1
*ERA5_EXT_962,2016-08-01,-0.8529031,NA,NA,1
*ERA5_EXT_962,2017-05-01,-2.993567,NA,NA,1
*ERA5_EXT_962,2017-06-01,-2.735747,NA,NA,1
*ERA5_EXT_962,2017-07-01,-3.562042,NA,NA,1
*ERA5_EXT_962,2017-08-01,-2.523912,NA,NA,1
*ERA5_EXT_962,2017-09-01,-1.822577,NA,NA,1
*ERA5_EXT_962,2017-10-01,-1.122562,NA,NA,1
*ERA5_EXT_962,2018-04-01,-0.8248872,NA,NA,1
*ERA5_EXT_962,2018-05-01,-1.264951,NA,NA,1
*ERA5_EXT_962,2018-06-01,-3.352152,NA,NA,1
*ERA5_EXT_962,2018-07-01,-3.144556,NA,NA,1
*ERA5_EXT_962,2018-08-01,-1.870382,NA,NA,1
*ERA5_EXT_962,2018-10-01,-0.07813891,NA,NA,1
*ERA5_EXT_962,2019-05-01,-0.5472306,NA,NA,1
*ERA5_EXT_962,2019-06-01,-1.509837,NA,NA,1
*ERA5_EXT_962,2019-07-01,-2.099622,NA,NA,1
*ERA5_EXT_962,2019-08-01,-1.549969,NA,NA,1
*ERA5_EXT_962,2019-09-01,-1.061582,NA,NA,1
*ERA5_EXT_962,2019-10-01,-0.7872869,NA,NA,1
*ERA5_EXT_962,2020-05-01,-0.8350185,NA,NA,1
*ERA5_EXT_962,2020-06-01,-2.720386,NA,NA,1
*ERA5_EXT_962,2020-07-01,-2.898569,NA,NA,1
*ERA5_EXT_962,2020-08-01,-2.408206,NA,NA,1
*ERA5_EXT_962,2020-09-01,-1.344617,NA,NA,1
*ERA5_EXT_962,2020-10-01,-0.2040738,NA,NA,1
*ERA5_EXT_975,1990-05-01,-1.17659,NA,NA,1
*ERA5_EXT_975,1990-06-01,-2.976624,NA,NA,1
*ERA5_EXT_975,1990-07-01,-3.309576,NA,NA,1
*ERA5_EXT_975,1990-08-01,-0.991175,NA,NA,1
*ERA5_EXT_975,1990-10-01,-0.6373779,NA,NA,1
*ERA5_EXT_975,1991-05-01,-0.09976401,NA,NA,1
*ERA5_EXT_975,1991-06-01,-2.034112,NA,NA,1
*ERA5_EXT_975,1991-07-01,-1.716601,NA,NA,1
*ERA5_EXT_975,1991-08-01,-2.952391,NA,NA,1
*ERA5_EXT_975,1991-10-01,-2.018555,NA,NA,1
*ERA5_EXT_975,1992-05-01,-2.125519,NA,NA,1
*ERA5_EXT_975,1992-06-01,-3.352964,NA,NA,1
*ERA5_EXT_975,1992-07-01,-4.073997,NA,NA,1
*ERA5_EXT_975,1992-08-01,-2.362272,NA,NA,1
*ERA5_EXT_975,1992-09-01,-0.2847408,NA,NA,1
*ERA5_EXT_975,1992-10-01,-1.788976,NA,NA,1
*ERA5_EXT_975,1993-05-01,-1.427345,NA,NA,1
*ERA5_EXT_975,1993-06-01,-0.9773591,NA,NA,1
*ERA5_EXT_975,1993-07-01,-3.068058,NA,NA,1
*ERA5_EXT_975,1993-08-01,-1.626353,NA,NA,1
*ERA5_EXT_975,1993-09-01,-0.3685013,NA,NA,1
*ERA5_EXT_975,1993-10-01,-0.25999,NA,NA,1
*ERA5_EXT_975,1994-07-01,-0.1343771,NA,NA,1
*ERA5_EXT_975,1994-08-01,-1.847543,NA,NA,1
*ERA5_EXT_975,1995-05-01,-0.2873551,NA,NA,1
*ERA5_EXT_975,1995-06-01,-2.503233,NA,NA,1
*ERA5_EXT_975,1995-07-01,-4.423535,NA,NA,1
*ERA5_EXT_975,1995-08-01,-3.329376,NA,NA,1
*ERA5_EXT_975,1995-09-01,-1.358609,NA,NA,1
*ERA5_EXT_975,1995-10-01,-1.221217,NA,NA,1
*ERA5_EXT_975,1996-06-01,-3.388799,NA,NA,1
*ERA5_EXT_975,1996-07-01,-0.197059,NA,NA,1
*ERA5_EXT_975,1996-08-01,-0.9250595,NA,NA,1
*ERA5_EXT_975,1997-08-01,-0.8687988,NA,NA,1
*ERA5_EXT_975,1998-07-01,-0.08223712,NA,NA,1
*ERA5_EXT_975,1998-08-01,-0.9609791,NA,NA,1
*ERA5_EXT_975,1998-09-01,-0.5998191,NA,NA,1
*ERA5_EXT_975,1998-10-01,-0.3977665,NA,NA,1
*ERA5_EXT_975,1999-05-01,-2.442852,NA,NA,1
*ERA5_EXT_975,1999-06-01,-3.320607,NA,NA,1
*ERA5_EXT_975,1999-07-01,-3.660181,NA,NA,1
*ERA5_EXT_975,1999-08-01,-0.9797478,NA,NA,1
*ERA5_EXT_975,2000-05-01,-1.769887,NA,NA,1
*ERA5_EXT_975,2000-06-01,-0.8399732,NA,NA,1
*ERA5_EXT_975,2000-07-01,-3.554539,NA,NA,1
*ERA5_EXT_975,2000-08-01,-1.00114,NA,NA,1
*ERA5_EXT_975,2000-09-01,-1.670621,NA,NA,1
*ERA5_EXT_975,2001-05-01,-1.892067,NA,NA,1
*ERA5_EXT_975,2001-06-01,-1.357135,NA,NA,1
*ERA5_EXT_975,2001-07-01,-1.315183,NA,NA,1
*ERA5_EXT_975,2001-08-01,-1.00034,NA,NA,1
*ERA5_EXT_975,2002-05-01,-0.3361801,NA,NA,1
*ERA5_EXT_975,2002-06-01,-4.007395,NA,NA,1
*ERA5_EXT_975,2002-07-01,-3.49489,NA,NA,1
*ERA5_EXT_975,2002-08-01,-1.223339,NA,NA,1
*ERA5_EXT_975,2002-09-01,-0.1574091,NA,NA,1
*ERA5_EXT_975,2003-05-01,-1.376073,NA,NA,1
*ERA5_EXT_975,2003-07-01,-2.432975,NA,NA,1
*ERA5_EXT_975,2003-08-01,-1.05449,NA,NA,1
*ERA5_EXT_975,2004-05-01,-0.2410027,NA,NA,1
*ERA5_EXT_975,2004-07-01,-0.4001501,NA,NA,1
*ERA5_EXT_975,2004-08-01,-0.9833588,NA,NA,1
*ERA5_EXT_975,2005-05-01,-2.188997,NA,NA,1
*ERA5_EXT_975,2005-06-01,-3.043171,NA,NA,1
*ERA5_EXT_975,2005-07-01,-1.122109,NA,NA,1
*ERA5_EXT_975,2005-08-01,-1.720853,NA,NA,1
*ERA5_EXT_975,2005-09-01,-0.1345457,NA,NA,1
*ERA5_EXT_975,2005-10-01,-1.227795,NA,NA,1
*ERA5_EXT_975,2006-05-01,-2.409236,NA,NA,1
*ERA5_EXT_975,2006-08-01,-0.9316784,NA,NA,1
*ERA5_EXT_975,2007-05-01,-3.238418,NA,NA,1
*ERA5_EXT_975,2007-06-01,-4.314258,NA,NA,1
*ERA5_EXT_975,2007-07-01,-4.226069,NA,NA,1
*ERA5_EXT_975,2007-08-01,-4.370947,NA,NA,1
*ERA5_EXT_975,2007-09-01,-1.737305,NA,NA,1
*ERA5_EXT_975,2007-10-01,-1.696592,NA,NA,1
*ERA5_EXT_975,2008-05-01,-1.959702,NA,NA,1
*ERA5_EXT_975,2008-06-01,-2.101809,NA,NA,1
*ERA5_EXT_975,2008-07-01,-0.2603108,NA,NA,1
*ERA5_EXT_975,2008-08-01,-1.474876,NA,NA,1
*ERA5_EXT_975,2009-05-01,-0.7837048,NA,NA,1
*ERA5_EXT_975,2009-06-01,-2.655988,NA,NA,1
*ERA5_EXT_975,2009-07-01,-3.580007,NA,NA,1
*ERA5_EXT_975,2009-08-01,-0.989918,NA,NA,1
*ERA5_EXT_975,2009-09-01,-1.289867,NA,NA,1
*ERA5_EXT_975,2009-10-01,-1.504929,NA,NA,1
*ERA5_EXT_975,2010-05-01,-3.428906,NA,NA,1
*ERA5_EXT_975,2010-06-01,-2.53449,NA,NA,1
*ERA5_EXT_975,2010-07-01,-3.988253,NA,NA,1
*ERA5_EXT_975,2010-08-01,-3.209259,NA,NA,1
*ERA5_EXT_975,2010-09-01,-1.179963,NA,NA,1
*ERA5_EXT_975,2010-10-01,-1.68984,NA,NA,1
*ERA5_EXT_975,2011-05-01,-2.915401,NA,NA,1
*ERA5_EXT_975,2011-06-01,-1.975175,NA,NA,1
*ERA5_EXT_975,2011-07-01,-3.961408,NA,NA,1
*ERA5_EXT_975,2011-08-01,-2.866674,NA,NA,1
*ERA5_EXT_975,2011-09-01,-0.2530837,NA,NA,1
*ERA5_EXT_975,2011-10-01,-1.708869,NA,NA,1
*ERA5_EXT_975,2012-05-01,-0.5313217,NA,NA,1
*ERA5_EXT_975,2012-06-01,-2.097827,NA,NA,1
*ERA5_EXT_975,2012-07-01,-3.924583,NA,NA,1
*ERA5_EXT_975,2012-08-01,-1.805625,NA,NA,1
*ERA5_EXT_975,2012-10-01,-0.6433682,NA,NA,1
*ERA5_EXT_975,2013-06-01,-1.71872,NA,NA,1
*ERA5_EXT_975,2013-07-01,-3.302204,NA,NA,1
*ERA5_EXT_975,2013-08-01,-3.123261,NA,NA,1
*ERA5_EXT_975,2013-09-01,-0.9791478,NA,NA,1
*ERA5_EXT_975,2013-10-01,-1.620059,NA,NA,1
*ERA5_EXT_975,2014-05-01,-0.7663589,NA,NA,1
*ERA5_EXT_975,2014-06-01,-2.519869,NA,NA,1
*ERA5_EXT_975,2014-07-01,-1.822025,NA,NA,1
*ERA5_EXT_975,2014-08-01,-1.002377,NA,NA,1
*ERA5_EXT_975,2015-07-01,-1.024193,NA,NA,1
*ERA5_EXT_975,2015-08-01,-0.959849,NA,NA,1
*ERA5_EXT_975,2015-09-01,-0.3919566,NA,NA,1
*ERA5_EXT_975,2016-06-01,-2.18225,NA,NA,1
*ERA5_EXT_975,2016-07-01,-1.695126,NA,NA,1
*ERA5_EXT_975,2016-08-01,-0.945239,NA,NA,1
*ERA5_EXT_975,2017-06-01,-0.7808209,NA,NA,1
*ERA5_EXT_975,2017-07-01,-2.16878,NA,NA,1
*ERA5_EXT_975,2017-08-01,-2.27973,NA,NA,1
*ERA5_EXT_975,2017-09-01,-1.337204,NA,NA,1
*ERA5_EXT_975,2017-10-01,-1.076482,NA,NA,1
*ERA5_EXT_975,2018-05-01,-0.6536104,NA,NA,1
*ERA5_EXT_975,2018-06-01,-3.438899,NA,NA,1
*ERA5_EXT_975,2018-07-01,-3.195075,NA,NA,1
*ERA5_EXT_975,2018-08-01,-1.85589,NA,NA,1
*ERA5_EXT_975,2018-10-01,-0.9758289,NA,NA,1
*ERA5_EXT_975,2019-05-01,-0.7906432,NA,NA,1
*ERA5_EXT_975,2019-06-01,-0.9970765,NA,NA,1
*ERA5_EXT_975,2019-07-01,-0.7400984,NA,NA,1
*ERA5_EXT_975,2019-08-01,-1.827139,NA,NA,1
*ERA5_EXT_975,2019-09-01,-0.7623885,NA,NA,1
*ERA5_EXT_975,2019-10-01,-1.475324,NA,NA,1
*ERA5_EXT_975,2020-06-01,-1.081671,NA,NA,1
*ERA5_EXT_975,2020-07-01,-2.060816,NA,NA,1
*ERA5_EXT_975,2020-08-01,-2.493968,NA,NA,1
*ERA5_EXT_975,2020-09-01,-0.6257008,NA,NA,1
*ERA5_EXT_975,2020-10-01,-1.995229,NA,NA,1
*ERA5_EXT_976,1990-04-01,-0.8520662,NA,NA,1
*ERA5_EXT_976,1990-05-01,-3.769848,NA,NA,1
*ERA5_EXT_976,1990-06-01,-3.977817,NA,NA,1
*ERA5_EXT_976,1990-07-01,-3.627233,NA,NA,1
*ERA5_EXT_976,1990-08-01,-1.392571,NA,NA,1
*ERA5_EXT_976,1990-09-01,-1.317321,NA,NA,1
*ERA5_EXT_976,1990-10-01,-1.309787,NA,NA,1
*ERA5_EXT_976,1990-11-01,-1.140074,NA,NA,1
*ERA5_EXT_976,1991-05-01,-3.14791,NA,NA,1
*ERA5_EXT_976,1991-06-01,-3.825852,NA,NA,1
*ERA5_EXT_976,1991-07-01,-4.148716,NA,NA,1
*ERA5_EXT_976,1991-08-01,-4.334756,NA,NA,1
*ERA5_EXT_976,1991-09-01,-1.345494,NA,NA,1
*ERA5_EXT_976,1991-10-01,-1.693517,NA,NA,1
*ERA5_EXT_976,1991-12-01,-0.4773284,NA,NA,1
*ERA5_EXT_976,1992-04-01,-0.86494,NA,NA,1
*ERA5_EXT_976,1992-05-01,-6.134956,NA,NA,1
*ERA5_EXT_976,1992-06-01,-5.850145,NA,NA,1
*ERA5_EXT_976,1992-07-01,-6.010242,NA,NA,1
*ERA5_EXT_976,1992-08-01,-2.701701,NA,NA,1
*ERA5_EXT_976,1992-09-01,-1.851533,NA,NA,1
*ERA5_EXT_976,1992-10-01,-1.865625,NA,NA,1
*ERA5_EXT_976,1993-05-01,-4.638742,NA,NA,1
*ERA5_EXT_976,1993-06-01,-1.592095,NA,NA,1
*ERA5_EXT_976,1993-07-01,-4.384415,NA,NA,1
*ERA5_EXT_976,1993-08-01,-3.702067,NA,NA,1
*ERA5_EXT_976,1993-09-01,-1.828885,NA,NA,1
*ERA5_EXT_976,1993-10-01,-0.309319,NA,NA,1
*ERA5_EXT_976,1993-11-01,-0.3057245,NA,NA,1
*ERA5_EXT_976,1994-04-01,-0.1793961,NA,NA,1
*ERA5_EXT_976,1994-07-01,-2.668459,NA,NA,1
*ERA5_EXT_976,1994-08-01,-3.886437,NA,NA,1
*ERA5_EXT_976,1994-09-01,-1.495759,NA,NA,1
*ERA5_EXT_976,1995-05-01,-0.4575734,NA,NA,1
*ERA5_EXT_976,1995-06-01,-3.106537,NA,NA,1
*ERA5_EXT_976,1995-07-01,-5.630604,NA,NA,1
*ERA5_EXT_976,1995-08-01,-4.596875,NA,NA,1
*ERA5_EXT_976,1995-09-01,-4.414616,NA,NA,1
*ERA5_EXT_976,1995-10-01,-0.4993765,NA,NA,1
*ERA5_EXT_976,1996-04-01,-1.182152,NA,NA,1
*ERA5_EXT_976,1996-05-01,-2.073094,NA,NA,1
*ERA5_EXT_976,1996-06-01,-8.359668,NA,NA,1
*ERA5_EXT_976,1996-07-01,-1.457935,NA,NA,1
*ERA5_EXT_976,1996-08-01,-1.394225,NA,NA,1
*ERA5_EXT_976,1996-09-01,-1.264216,NA,NA,1
*ERA5_EXT_976,1996-10-01,-0.2148085,NA,NA,1
*ERA5_EXT_976,1997-06-01,-1.023879,NA,NA,1
*ERA5_EXT_976,1997-07-01,-0.8301758,NA,NA,1
*ERA5_EXT_976,1997-08-01,-3.241812,NA,NA,1
*ERA5_EXT_976,1997-09-01,-1.908155,NA,NA,1
*ERA5_EXT_976,1997-10-01,-1.43834,NA,NA,1
*ERA5_EXT_976,1998-06-01,-2.307384,NA,NA,1
*ERA5_EXT_976,1998-07-01,-1.575907,NA,NA,1
*ERA5_EXT_976,1998-08-01,-2.931847,NA,NA,1
*ERA5_EXT_976,1998-09-01,-4.827783,NA,NA,1
*ERA5_EXT_976,1998-10-01,-0.05236845,NA,NA,1
*ERA5_EXT_976,1999-05-01,-3.718997,NA,NA,1
*ERA5_EXT_976,1999-06-01,-5.882116,NA,NA,1
*ERA5_EXT_976,1999-07-01,-4.936422,NA,NA,1
*ERA5_EXT_976,1999-08-01,-1.366833,NA,NA,1
*ERA5_EXT_976,1999-09-01,-1.328497,NA,NA,1
*ERA5_EXT_976,2000-03-01,-0.8145508,NA,NA,1
*ERA5_EXT_976,2000-04-01,-0.09759032,NA,NA,1
*ERA5_EXT_976,2000-05-01,-0.8089495,NA,NA,1
*ERA5_EXT_976,2000-06-01,-1.526405,NA,NA,1
*ERA5_EXT_976,2000-07-01,-4.561844,NA,NA,1
*ERA5_EXT_976,2000-08-01,-2.244732,NA,NA,1
*ERA5_EXT_976,2000-09-01,-4.691859,NA,NA,1
*ERA5_EXT_976,2000-11-01,-0.9204702,NA,NA,1
*ERA5_EXT_976,2001-03-01,-0.3145268,NA,NA,1
*ERA5_EXT_976,2001-04-01,-1.341016,NA,NA,1
*ERA5_EXT_976,2001-05-01,-2.32806,NA,NA,1
*ERA5_EXT_976,2001-06-01,-3.167541,NA,NA,1
*ERA5_EXT_976,2001-07-01,-3.232783,NA,NA,1
*ERA5_EXT_976,2001-08-01,-2.132418,NA,NA,1
*ERA5_EXT_976,2001-09-01,-1.393565,NA,NA,1
*ERA5_EXT_976,2001-11-01,-1.013057,NA,NA,1
*ERA5_EXT_976,2002-04-01,-0.457425,NA,NA,1
*ERA5_EXT_976,2002-05-01,-0.871304,NA,NA,1
*ERA5_EXT_976,2002-06-01,-5.905136,NA,NA,1
*ERA5_EXT_976,2002-07-01,-2.245404,NA,NA,1
*ERA5_EXT_976,2002-08-01,-1.317013,NA,NA,1
*ERA5_EXT_976,2002-09-01,-1.35302,NA,NA,1
*ERA5_EXT_976,2002-10-01,-0.9241031,NA,NA,1
*ERA5_EXT_976,2002-11-01,-0.3693271,NA,NA,1
*ERA5_EXT_976,2003-04-01,-0.2279455,NA,NA,1
*ERA5_EXT_976,2003-05-01,-2.684867,NA,NA,1
*ERA5_EXT_976,2003-07-01,-3.919472,NA,NA,1
*ERA5_EXT_976,2003-08-01,-2.697643,NA,NA,1
*ERA5_EXT_976,2003-09-01,-1.371333,NA,NA,1
*ERA5_EXT_976,2003-10-01,-0.06211485,NA,NA,1
*ERA5_EXT_976,2003-12-01,-0.5113281,NA,NA,1
*ERA5_EXT_976,2004-05-01,-4.952387,NA,NA,1
*ERA5_EXT_976,2004-06-01,-0.626597,NA,NA,1
*ERA5_EXT_976,2004-07-01,-2.122229,NA,NA,1
*ERA5_EXT_976,2004-08-01,-2.732298,NA,NA,1
*ERA5_EXT_976,2004-09-01,-2.611632,NA,NA,1
*ERA5_EXT_976,2004-10-01,-0.01663164,NA,NA,1
*ERA5_EXT_976,2005-04-01,-0.6124738,NA,NA,1
*ERA5_EXT_976,2005-05-01,-3.759531,NA,NA,1
*ERA5_EXT_976,2005-06-01,-3.547607,NA,NA,1
*ERA5_EXT_976,2005-07-01,-2.144677,NA,NA,1
*ERA5_EXT_976,2005-08-01,-3.91987,NA,NA,1
*ERA5_EXT_976,2005-09-01,-2.670192,NA,NA,1
*ERA5_EXT_976,2005-10-01,-1.270931,NA,NA,1
*ERA5_EXT_976,2006-03-01,-0.1423157,NA,NA,1
*ERA5_EXT_976,2006-04-01,-0.0995323,NA,NA,1
*ERA5_EXT_976,2006-05-01,-5.058002,NA,NA,1
*ERA5_EXT_976,2006-07-01,-1.240306,NA,NA,1
*ERA5_EXT_976,2006-08-01,-3.617368,NA,NA,1
*ERA5_EXT_976,2006-09-01,-2.901235,NA,NA,1
*ERA5_EXT_976,2006-10-01,-1.50144,NA,NA,1
*ERA5_EXT_976,2006-11-01,-0.7700171,NA,NA,1
*ERA5_EXT_976,2007-04-01,-0.5387872,NA,NA,1
*ERA5_EXT_976,2007-05-01,-6.195811,NA,NA,1
*ERA5_EXT_976,2007-06-01,-5.67068,NA,NA,1
*ERA5_EXT_976,2007-07-01,-4.596462,NA,NA,1
*ERA5_EXT_976,2007-08-01,-6.256885,NA,NA,1
*ERA5_EXT_976,2007-09-01,-1.659962,NA,NA,1
*ERA5_EXT_976,2007-10-01,-1.139897,NA,NA,1
*ERA5_EXT_976,2007-11-01,-1.168139,NA,NA,1
*ERA5_EXT_976,2008-04-01,-0.4205817,NA,NA,1
*ERA5_EXT_976,2008-05-01,-3.748476,NA,NA,1
*ERA5_EXT_976,2008-06-01,-3.175645,NA,NA,1
*ERA5_EXT_976,2008-07-01,-1.150444,NA,NA,1
*ERA5_EXT_976,2008-08-01,-3.033617,NA,NA,1
*ERA5_EXT_976,2008-09-01,-1.319287,NA,NA,1
*ERA5_EXT_976,2008-10-01,-0.4168794,NA,NA,1
*ERA5_EXT_976,2009-05-01,-2.209369,NA,NA,1
*ERA5_EXT_976,2009-06-01,-3.928589,NA,NA,1
*ERA5_EXT_976,2009-07-01,-4.732065,NA,NA,1
*ERA5_EXT_976,2009-08-01,-1.153027,NA,NA,1
*ERA5_EXT_976,2009-09-01,-4.722552,NA,NA,1
*ERA5_EXT_976,2009-10-01,-1.743955,NA,NA,1
*ERA5_EXT_976,2009-11-01,-2.603809,NA,NA,1
*ERA5_EXT_976,2010-04-01,-0.4058882,NA,NA,1
*ERA5_EXT_976,2010-05-01,-6.712891,NA,NA,1
*ERA5_EXT_976,2010-06-01,-0.9901957,NA,NA,1
*ERA5_EXT_976,2010-07-01,-4.473293,NA,NA,1
*ERA5_EXT_976,2010-08-01,-4.050349,NA,NA,1
*ERA5_EXT_976,2010-09-01,-2.541378,NA,NA,1
*ERA5_EXT_976,2010-10-01,-0.7191911,NA,NA,1
*ERA5_EXT_976,2010-11-01,-0.4650026,NA,NA,1
*ERA5_EXT_976,2011-04-01,-0.3396091,NA,NA,1
*ERA5_EXT_976,2011-05-01,-4.897028,NA,NA,1
*ERA5_EXT_976,2011-06-01,-3.106725,NA,NA,1
*ERA5_EXT_976,2011-07-01,-4.100185,NA,NA,1
*ERA5_EXT_976,2011-08-01,-3.861103,NA,NA,1
*ERA5_EXT_976,2011-09-01,-1.38051,NA,NA,1
*ERA5_EXT_976,2011-10-01,-1.341615,NA,NA,1
*ERA5_EXT_976,2012-04-01,-0.1102132,NA,NA,1
*ERA5_EXT_976,2012-05-01,-2.213032,NA,NA,1
*ERA5_EXT_976,2012-06-01,-4.699114,NA,NA,1
*ERA5_EXT_976,2012-07-01,-5.213778,NA,NA,1
*ERA5_EXT_976,2012-08-01,-3.579049,NA,NA,1
*ERA5_EXT_976,2012-09-01,-1.352011,NA,NA,1
*ERA5_EXT_976,2012-10-01,-1.046518,NA,NA,1
*ERA5_EXT_976,2013-06-01,-2.80827,NA,NA,1
*ERA5_EXT_976,2013-07-01,-3.182877,NA,NA,1
*ERA5_EXT_976,2013-08-01,-3.759515,NA,NA,1
*ERA5_EXT_976,2013-09-01,-3.869061,NA,NA,1
*ERA5_EXT_976,2013-10-01,-0.2363687,NA,NA,1
*ERA5_EXT_976,2013-11-01,-0.1192659,NA,NA,1
*ERA5_EXT_976,2014-04-01,-0.3743083,NA,NA,1
*ERA5_EXT_976,2014-06-01,-3.085867,NA,NA,1
*ERA5_EXT_976,2014-07-01,-1.590965,NA,NA,1
*ERA5_EXT_976,2014-08-01,-1.461465,NA,NA,1
*ERA5_EXT_976,2014-09-01,-1.362284,NA,NA,1
*ERA5_EXT_976,2014-11-01,-0.04587834,NA,NA,1
*ERA5_EXT_976,2015-06-01,-2.584742,NA,NA,1
*ERA5_EXT_976,2015-07-01,-1.185367,NA,NA,1
*ERA5_EXT_976,2015-08-01,-1.546706,NA,NA,1
*ERA5_EXT_976,2015-09-01,-4.136697,NA,NA,1
*ERA5_EXT_976,2015-10-01,-1.069937,NA,NA,1
*ERA5_EXT_976,2016-04-01,-0.7573145,NA,NA,1
*ERA5_EXT_976,2016-06-01,-5.461802,NA,NA,1
*ERA5_EXT_976,2016-07-01,-3.28221,NA,NA,1
*ERA5_EXT_976,2016-08-01,-1.263699,NA,NA,1
*ERA5_EXT_976,2016-09-01,-1.1,NA,NA,1
*ERA5_EXT_976,2017-05-01,-3.235541,NA,NA,1
*ERA5_EXT_976,2017-06-01,-3.193928,NA,NA,1
*ERA5_EXT_976,2017-07-01,-3.543257,NA,NA,1
*ERA5_EXT_976,2017-08-01,-2.636548,NA,NA,1
*ERA5_EXT_976,2017-09-01,-4.513101,NA,NA,1
*ERA5_EXT_976,2017-10-01,-1.294079,NA,NA,1
*ERA5_EXT_976,2018-04-01,-0.7704459,NA,NA,1
*ERA5_EXT_976,2018-05-01,-1.476311,NA,NA,1
*ERA5_EXT_976,2018-06-01,-5.366902,NA,NA,1
*ERA5_EXT_976,2018-07-01,-5.097749,NA,NA,1
*ERA5_EXT_976,2018-08-01,-3.413424,NA,NA,1
*ERA5_EXT_976,2018-09-01,-1.310766,NA,NA,1
*ERA5_EXT_976,2018-10-01,-0.968279,NA,NA,1
*ERA5_EXT_976,2018-11-01,-0.09534697,NA,NA,1
*ERA5_EXT_976,2019-04-01,-0.0004915281,NA,NA,1
*ERA5_EXT_976,2019-05-01,-1.703821,NA,NA,1
*ERA5_EXT_976,2019-06-01,-2.890382,NA,NA,1
*ERA5_EXT_976,2019-07-01,-1.908688,NA,NA,1
*ERA5_EXT_976,2019-08-01,-3.630674,NA,NA,1
*ERA5_EXT_976,2019-09-01,-3.490022,NA,NA,1
*ERA5_EXT_976,2019-10-01,-1.484559,NA,NA,1
*ERA5_EXT_976,2020-05-01,-2.11046,NA,NA,1
*ERA5_EXT_976,2020-06-01,-3.177279,NA,NA,1
*ERA5_EXT_976,2020-07-01,-3.748159,NA,NA,1
*ERA5_EXT_976,2020-08-01,-3.844471,NA,NA,1
*ERA5_EXT_976,2020-09-01,-3.003448,NA,NA,1
*ERA5_EXT_976,2020-10-01,-1.641638,NA,NA,1
*ERA5_EXT_979,1990-04-01,-1.255254,NA,NA,1
*ERA5_EXT_979,1990-05-01,-4.280169,NA,NA,1
*ERA5_EXT_979,1990-06-01,-2.008461,NA,NA,1
*ERA5_EXT_979,1990-07-01,-2.413045,NA,NA,1
